,0,1
25301,برینگ,0.00015
25302,بریه,0.00015
25303,بریود,0.0
25304,بریون,0.0
25305,بریک,0.002
25306,بریکا,0.0
25307,بریکر,0.0
25308,بریکفورزاهاریزون,0.0
25309,بریکینگ,0.0
25310,بری‌ها,0.0
25311,بر‌اون‌,0.0
25312,بر‌ها,0.0
25313,بر‌های,0.0
25314,بر‌پایه,0.0
25315,بر‌کپی‌بودن,0.0
25316,بز,0.0556
25317,بزا,0.0188
25318,بزار,0.01855
25319,بزاربن,0.0
25320,بزارد,5e-05
25321,بزاررررررریییییین,0.0
25322,بزارسدش,0.0
25323,بزارش,0.0002
25324,بزارم,0.0013
25325,بزارمش,0.0003
25326,بزارمشون,0.0001
25327,بزارن,0.00095
25328,بزارند,0.0
25329,بزارنش,5e-05
25330,بزارن‌روی,5e-05
25331,بزاره,0.0019
25332,بزاری,0.01195
25333,بزارید,0.0081
25334,بزاریدش,0.0006
25335,بزاریدشگفت,5e-05
25336,بزاریدکنارکرم,0.0
25337,بزاریش,0.0
25338,بزاریم,0.00015
25339,بزاریمش,0.0
25340,بزارین,0.00295
25341,بزارینش,0.00045
25342,بزارینعکسی,5e-05
25343,بزاریه,0.0
25344,بزارییه,0.0
25345,بزاریییین,5e-05
25346,بزازی,5e-05
25347,بزازید,5e-05
25348,بزاشتم,0.0
25349,بزاق,5e-05
25350,بزام,0.0
25351,بزای,0.0001
25352,بزایای,0.0
25353,بزاید,0.0
25354,بزایرین,0.0
25355,بزب,5e-05
25356,بزبان,0.0
25357,بزتر,5e-05
25358,بزترن,0.0
25359,بزترین,5e-05
25360,بزتی,0.0
25361,بزتید,0.0
25362,بزتیم,0.0
25363,بزحمت,0.0
25364,بزد,0.0
25365,بزدگ‌تر,0.0
25366,بزذگ,0.0
25367,بزذگترشو,0.0
25368,بزر,0.01935
25369,بزرررگ‌ترین,0.0
25370,بزرنگنمایی,0.0
25371,بزرپتر,0.0
25372,بزرک,0.0001
25373,بزرکتر,5e-05
25374,بزرکتربایدسفارش,5e-05
25375,بزرکشه,0.0
25376,بزرکه,0.0
25377,بزرکگ,0.0
25378,بزرکی,0.0
25379,بزرک‌فیته,0.0
25380,بزرگ,0.0192
25381,بزرگا,0.0
25382,بزرگاتون,0.0
25383,بزرگاتونم,0.0
25384,بزرگاس,0.0
25385,بزرگاست,0.0
25386,بزرگاش,0.0
25387,بزرگان,0.0
25388,بزرگانی,0.0
25389,بزرگای,0.0
25390,بزرگت,0.00575
25391,بزرگتر,0.00575
25392,بزرگترا,0.0
25393,بزرگتراز,0.0
25394,بزرگترازاونیه,0.0
25395,بزرگترازعکسشه,0.0
25396,بزرگتربن,0.0
25397,بزرگتربود,5e-05
25398,بزرگتربودن,0.0
25399,بزرگتربگیرن,0.0
25400,بزرگتربگیرید,5e-05
25401,بزرگترز,0.0
25402,بزرگترسودبیشتری,5e-05
25403,بزرگترش,0.0002
25404,بزرگترشم,5e-05
25405,بزرگترشه,0.0
25406,بزرگترشو,5e-05
25407,بزرگترشوروبه,0.0
25408,بزرگترشون,0.0
25409,بزرگترشوکه,0.0
25410,بزرگترم,0.0
25411,بزرگترمه,0.0
25412,بزرگترن,0.0
25413,بزرگتره,0.00065
25414,بزرگترها,0.0
25415,بزرگترهاست,0.0
25416,بزرگتره‌ها,0.0
25417,بزرگترو,5e-05
25418,بزرگتروحیلی,0.0
25419,بزرگتروقشنگترهستش,5e-05
25420,بزرگتری,0.0016
25421,بزرگترین,0.00155
25422,بزرگترینش,5e-05
25423,بزرگتر‌,0.0
25424,بزرگتر‌ها,0.0
25425,بزرگتیرن,0.0
25426,بزرگخ,0.0
25427,بزرگر,5e-05
25428,بزرگراه,5e-05
25429,بزرگسال,0.0002
25430,بزرگسالا,0.0001
25431,بزرگسالان,0.0001
25432,بزرگسالانع,0.0
25433,بزرگسالانه,0.0
25434,بزرگسالانی,0.0
25435,بزرگساله,0.0
25436,بزرگسالها,0.0
25437,بزرگسالی,0.0
25438,بزرگسال‌ها,0.0
25439,بزرگسلان,0.0
25440,بزرگش,0.0007
25441,بزرگشان,0.0
25442,بزرگشم,0.0
25443,بزرگشه,0.0
25444,بزرگشو,5e-05
25445,بزرگشون,0.0
25446,بزرگش‌,0.0
25447,بزرگع,0.0
25448,بزرگم,0.0002
25449,بزرگمو,5e-05
25450,بزرگمون,0.0
25451,بزرگن,0.00015
25452,بزرگنمائیش,0.0
25453,بزرگنمای,0.00015
25454,بزرگنمایی,0.0001
25455,بزرگنماییش,0.0
25456,بزرگنماییه,0.0
25457,بزرگه,0.00205
25458,بزرگها,0.0
25459,بزرگهبا,0.0
25460,بزرگهدقیقه,0.0
25461,بزرگهه,0.0
25462,بزرگههه,0.0
25463,بزرگهههه,0.0
25464,بزرگهولی,0.0
25465,بزرگه۵٫۵,0.0
25466,بزرگه‌,0.0
25467,بزرگه‌ام,0.0
25468,بزرگو,0.00015
25469,بزرگوار,0.00015
25470,بزرگواران,5e-05
25471,بزرگوارانه,5e-05
25472,بزرگوارانی,0.0
25473,بزرگواری,5e-05
25474,بزرگونه,0.0
25475,بزرگی,0.00225
25476,بزرگید,0.0
25477,بزرگیست,0.0
25478,بزرگیش,0.0001
25479,بزرگیشه,0.0
25480,بزرگیش‌,0.0
25481,بزرگیم,0.0
25482,بزرگین,0.0
25483,بزرگیه,0.00015
25484,بزرگی‌از,0.0
25485,بزرگی‌داره,0.0
25486,بزرگ‌,0.0002
25487,بزرگ‌بود,5e-05
25488,بزرگ‌بودن,0.0
25489,بزرگ‌تر,0.0001
25490,بزرگ‌ترش,5e-05
25491,بزرگ‌تره,0.0
25492,بزرگ‌تری,0.0
25493,بزرگ‌ترین,0.0
25494,بزرگ‌تر‌ها,0.0
25495,بزرگ‌مناسب,0.0
25496,بزرگ‌نه,0.0
25497,بزرگ‌ه,0.0
25498,بزرگ‌های,0.0
25499,بزرگ‌و,0.0
25500,بزرگ‌و‌جادار,0.0
25501,بزرگ‎تر,0.0
25502,بزززرگ,5e-05
25503,بززگتر,0.0
25504,بزس,0.0
25505,بزغاله,0.0
25506,بزل,0.0
25507,بزلرن,0.0
25508,بزمین,5e-05
25509,بزن,0.0131
25510,بزنامه,5e-05
25511,بزنامه‌های,0.0
25512,بزند,0.0002
25513,بزندگی,0.0
25514,بزند‌ها,0.0
25515,بزنس,0.0
25516,بزنم,0.0027
25517,بزنمش,0.0002
25518,بزنمشون,5e-05
25519,بزنن,0.00105
25520,بزنند,0.00015
25521,بزنه,0.00175
25522,بزنگاه,0.0
25523,بزنگی,0.0
25524,بزنی,0.00685
25525,بزنید,0.0045
25526,بزنیدتا,0.0
25527,بزنیدش,5e-05
25528,بزنیدم,0.0
25529,بزنیدکه,0.0
25530,بزنیش,0.0
25531,بزنیشون,0.0
25532,بزنیم,0.00035
25533,بزنین,0.00055
25534,بزنینش,0.0
25535,بزنیید,0.0
25536,بزنیییییید,5e-05
25537,بزنییییییین,5e-05
25538,بزود,0.00095
25539,بزوددی,0.0
25540,بزودی…,5e-05
25541,بزور,0.0002
25542,بزون,0.0
25543,بزوور,0.0
25544,بزوووور,5e-05
25545,بزکش,5e-05
25546,بزگ,0.00015
25547,بزگتر,5e-05
25548,بزگترشو,0.0
25549,بزگترم,0.0
25550,بزگترین,0.0
25551,بزگرتر,0.0
25552,بزگش,5e-05
25553,بزگشت,5e-05
25554,بزگشتی,5e-05
25555,بزگنمایی,0.0
25556,بزگه,0.0
25557,بزگی,0.0
25558,بزی,0.0008
25559,بزیاش,0.0
25560,بزید,0.0
25561,بزینی,0.0
25562,بزینین,0.0
25563,بس,0.10095
25564,بسابم,0.0
25565,بسابن,0.0
25566,بسابی,0.00015
25567,بسابید,0.00015
25568,بسادگی,0.0
25569,بسار,0.00035
25570,بسارباکیفیت,0.0
25571,بساره,0.0
25572,بسارید,5e-05
25573,بساز,0.0007
25574,بسازد,0.0
25575,بسازم,0.00015
25576,بسازن,0.0002
25577,بسازند,5e-05
25578,بسازنش,0.0
25579,بسازنشون,0.0
25580,بسازه,0.00015
25581,بسازی,0.00015
25582,بسازید,0.0
25583,بسازیدش,0.0
25584,بسازیش,0.0
25585,بسازیم,5e-05
25586,بسازین,5e-05
25587,بسازینش,0.0
25588,بساش,5e-05
25589,بساط,0.0002
25590,بساطت,5e-05
25591,بساطش,0.0
25592,بساطی,0.0
25593,بسامد,0.0
25594,بساه,5e-05
25595,بسایت,0.0003
25596,بساید,0.0
25597,بسایر,0.0
25598,بسبار,5e-05
25599,بسبارزیبابودفرم,0.0
25600,بسبارمناسب,0.0
25601,بسبب,0.0
25602,بسبت,0.0
25603,بست,0.0469
25604,بستاش,0.0
25605,بستانک,0.0
25606,بستای,0.0
25607,بستبندی,0.0
25608,بستبندیش,0.0
25609,بستدی,5e-05
25610,بستر,0.0001
25611,بسترسازی,0.0
25612,بسترن,0.0
25613,بسترو,0.0
25614,بستری,0.0001
25615,بستس,0.0
25616,بستست,0.0
25617,بستش,0.0004
25618,بستشم,0.0
25619,بستشه,0.0
25620,بستشو,0.0001
25621,بستفورد,0.0
25622,بستم,0.0008
25623,بستمش,5e-05
25624,بستمو,0.0
25625,بستم‌,0.0
25626,بستن,0.0008
25627,بستند,0.0
25628,بستنش,0.0001
25629,بستنشم,0.0
25630,بستنشو,0.0
25631,بستنه,0.0
25632,بستنو,0.0
25633,بستنی,0.0001
25634,بستنی‌های,0.0
25635,بسته,0.0417
25636,بسته_است,0.0
25637,بسته_ای,0.0
25638,بسته_باشد,0.0
25639,بسته_باشید,0.0
25640,بسته_بود,0.0
25641,بسته_بودم,0.0
25642,بسته_بودند,0.0
25643,بسته_شد,0.0
25644,بسته_شدم,0.0
25645,بسته_شده_است,0.0
25646,بسته_شده_باشد,0.0
25647,بسته_شده_بود,0.0
25648,بسته_شود,0.0
25649,بسته_می‌شد,0.0
25650,بسته_می‌شود,0.0
25651,بسته_می‌شوند,0.0
25652,بسته_نخواهد_شد,0.0
25653,بسته_نشد,0.0
25654,بسته_نشده_بود,0.0
25655,بسته_نمی‌شد,0.0
25656,بسته_نمی‌شود,0.0
25657,بستها,0.0001
25658,بستهاش,0.0
25659,بستهای,0.0001
25660,بستهایش,0.0
25661,بستهبندی,0.0
25662,بستهربندی,0.0
25663,بسته۴عددیش,5e-05
25664,بسته‌,0.00065
25665,بسته‌اش,0.0
25666,بسته‌ام,0.0
25667,بسته‌ای,0.0
25668,بسته‌بندی,0.0006
25669,بسته‌بندیش,0.0001
25670,بسته‌بندیه,5e-05
25671,بسته‌بندی‌اش,0.0
25672,بسته‌بندی‌های,0.0
25673,بسته‌تر,0.0
25674,بسته‌ش,0.0
25675,بسته‌شده,0.0
25676,بسته‌ها,5e-05
25677,بسته‌هاش,5e-05
25678,بسته‌های,0.0
25679,بسته‌کردن,0.0
25680,بسته‌کردنش,0.0
25681,بسته‌ی,0.0
25682,بسته‌یندی,0.0
25683,بستو,0.0008
25684,بستکبال,0.0
25685,بستکی,0.0
25686,بستگان,5e-05
25687,بستگانم,5e-05
25688,بستگس,0.0
25689,بستگی,0.001
25690,بستی,0.0001
25691,بستید,0.0
25692,بستیم,0.0
25693,بستین,0.0
25694,بستیکو,5e-05
25695,بست‌ها,0.0
25696,بست‌های,0.0
25697,بسختی,0.00015
25698,بسرعت,0.0001
25699,بسرعتش,0.0
25700,بسرقت,0.0
25701,بسرم,0.0
25702,بسروم,0.0
25703,بسری,0.0
25704,بسریع,0.0
25705,بسر‌های‌های,0.0
25706,بسزایی,5e-05
25707,بسسسسیار,0.0
25708,بسسسیار,0.0
25709,بسسیاار,0.0
25710,بسسیار,5e-05
25711,بسش,5e-05
25712,بسشه,0.0
25713,بسط,5e-05
25714,بسطها,0.0
25715,بسفارش,0.0
25716,بسلامتی,0.0
25717,بسم,5e-05
25718,بسمت,0.0
25719,بسمه,0.0
25720,بسنبت,0.0
25721,بسنجم,0.0
25722,بسنجند,0.0
25723,بسنجه,0.0
25724,بسنجی,5e-05
25725,بسنجید,5e-05
25726,بسنجیدش,0.0
25727,بسنجیم,0.0
25728,بسنجین,0.0
25729,بسنده,0.0002
25730,بسنه,5e-05
25731,بسنگی,5e-05
25732,بسه,0.0005
25733,بسود,0.0
25734,بسوزاند,0.0
25735,بسوزانید,0.0
25736,بسوزد,0.0
25737,بسوزم,0.0
25738,بسوزن,5e-05
25739,بسوزنه,0.0
25740,بسوزه,0.0002
25741,بسوزونم,5e-05
25742,بسوزونمشون,0.0
25743,بسوزونن,0.0
25744,بسوزونه,0.0
25745,بسوزونی,5e-05
25746,بسوزونید,5e-05
25747,بسوی,0.0
25748,بسپار,0.00015
25749,بسپارن,5e-05
25750,بسپارند,5e-05
25751,بسپارید,0.0001
25752,بسپاریم,0.0
25753,بسپرید,0.0
25754,بسپرین,0.0
25755,بسپولوشرت,0.0
25756,بسکام,0.0
25757,بسکتبال,5e-05
25758,بسکتباله,0.0
25759,بسکتبالیست,0.0
25760,بسکع,5e-05
25761,بسکنه,0.0
25762,بسکه,5e-05
25763,بسکویت,0.0
25764,بسکوییت,0.0
25765,بسگتبال,0.0
25766,بسی,0.0534
25767,بسیا,0.0532
25768,بسیااااااااااااااااااااااااااااار,0.0
25769,بسیاااااااااااار,5e-05
25770,بسیاااااااااار,0.0
25771,بسیااااااااار,0.0
25772,بسیاااااااار,0.0
25773,بسیااااااار,0.0
25774,بسیاااااار,0.0
25775,بسیااااار,0.00015
25776,بسیاااار,0.0001
25777,بسیااار,0.00015
25778,بسیاار,0.0
25779,بسیابسیار,0.0
25780,بسیاد,5e-05
25781,بسیار,0.05275
25782,بسیارابزارخوب,0.0
25783,بسیاراز,0.0
25784,بسیاراستفاده,0.0
25785,بسیارام,0.0
25786,بسیارباریکه,0.0
25787,بسیاربالا,0.0001
25788,بسیاربالایی,0.0
25789,بسیارباکیفیت,0.0001
25790,بسیارباکیفیتست,0.0
25791,بسیارباکیفیته,0.0
25792,بسیارباکیفیتی,5e-05
25793,بسیاربد,0.0001
25794,بسیاربدوکیفیت,0.0
25795,بسیاربدکیفیت,5e-05
25796,بسیاربزرگه,0.0
25797,بسیاربسیار,5e-05
25798,بسیاربسیاربسیار,5e-05
25799,بسیاربلند,0.0
25800,بسیاربی,0.0
25801,بسیارتند,0.0
25802,بسیارتوانستم,0.0
25803,بسیارجذاب,0.0
25804,بسیارحفاظتش,0.0
25805,بسیارخطرناک,5e-05
25806,بسیارخوب,0.0
25807,بسیارخوبه,0.0
25808,بسیارخوبی,0.0
25809,بسیارخوبین,0.0
25810,بسیارخوبیه,0.0
25811,بسیارخوش,0.0
25812,بسیارخوشبو,0.0
25813,بسیارخوشمزه,0.0
25814,بسیاردقیق,0.0
25815,بسیارر,0.0002
25816,بسیارراحت,0.0
25817,بسیارراضی,0.0
25818,بسیارراضیه,0.0
25819,بسیاررر,0.0002
25820,بسیارررر,0.00015
25821,بسیاررررر,0.0001
25822,بسیارررررر,5e-05
25823,بسیارررررررر,5e-05
25824,بسیاررمعمولی,0.0
25825,بسیارزشت,0.0
25826,بسیارزیاددستگاه,0.0
25827,بسیارزیادی,0.0
25828,بسیارزیبا,0.00015
25829,بسیارزیباست,0.0
25830,بسیارزیباو,0.00015
25831,بسیارزیباوباکیفیت,0.0
25832,بسیارزیباورنگهای,5e-05
25833,بسیارزیباوشکیل,0.0
25834,بسیارزیباوظریف,0.0
25835,بسیارزیباوعالی,5e-05
25836,بسیارزیباوهنری,5e-05
25837,بسیارزیباوکارامدمی,0.0
25838,بسیارزیباوکاربردی,0.0
25839,بسیارزیبای,0.0
25840,بسیارزیبایی,0.0
25841,بسیارسادست,0.0
25842,بسیارساده‌ای,0.0
25843,بسیارساعت,0.0
25844,بسیارسبک,0.0
25845,بسیارسبکه,0.0
25846,بسیارسریع,0.0
25847,بسیارسواری,0.0
25848,بسیارشامپوخوبیه,0.0
25849,بسیارشیک,5e-05
25850,بسیارضعیف,0.0
25851,بسیارضعیفه,0.0
25852,بسیارضعیفی,0.0
25853,بسیارطراحی,0.0
25854,بسیارطرحی,0.0
25855,بسیارظریف,0.0
25856,بسیارعاایییییه,0.0
25857,بسیارعالی,0.0003
25858,بسیارعالیست,0.0
25859,بسیارعالیه,0.0
25860,بسیارعالی‌,5e-05
25861,بسیارفوق,0.0
25862,بسیارقابل,0.0
25863,بسیارقوی,0.0
25864,بسیارم,0.0001
25865,بسیارمحکم,0.0
25866,بسیارمحکمه,0.0
25867,بسیارمزخرف,5e-05
25868,بسیارمسرورم,5e-05
25869,بسیارمفید,0.0
25870,بسیارمقاوم,0.0
25871,بسیارمقرون,0.0
25872,بسیارممنون,0.0
25873,بسیارمناسب,0.0
25874,بسیارمناسبه,0.0
25875,بسیارمهم,0.0
25876,بسیارموثر,0.0
25877,بسیارناخوشنودم,0.0
25878,بسیارنازک,0.0
25879,بسیارناقص,0.0
25880,بسیارنامرغوب,0.0
25881,بسیارنامناسب,5e-05
25882,بسیارند,0.0
25883,بسیارنرم,0.0
25884,بسیارنرمی,0.0
25885,بسیارنسبت,0.0
25886,بسیاره,0.0
25887,بسیارهم,0.0
25888,بسیارپایین,5e-05
25889,بسیارپایینه,0.0
25890,بسیارپایینی,0.0
25891,بسیارپرقدرت,0.0
25892,بسیارپرنور,0.0
25893,بسیارپرکاربرد,0.0
25894,بسیارپولیش,0.0
25895,بسیارچادرخوبیه,0.0
25896,بسیارچسبناکش,0.0
25897,بسیارکارآمد,0.0
25898,بسیارکارآمده,0.0
25899,بسیارکاربردی,0.0
25900,بسیارکاربردیه,0.0
25901,بسیارکثیف,5e-05
25902,بسیارکم,0.0001
25903,بسیارکمی,5e-05
25904,بسیارکوچک,0.0
25905,بسیارکوچیکتر,0.0
25906,بسیارگران,0.0
25907,بسیارگرمه,0.0
25908,بسیار‌,0.0
25909,بسیار‌تر,0.0
25910,بسیار‌خوش,0.0
25911,بسیار‌زیبا,0.0
25912,بسیار‌ماشین‌‌خوبیه,0.0
25913,بسیار‌مناسب,0.0
25914,بسیار‌ناراضی,0.0
25915,بسیار‌های,0.0
25916,بسیار‌پایین,0.0
25917,بسیاز,0.0001
25918,بسیال,0.0
25919,بسیاو,0.0
25920,بسیا‌رعالی,0.0
25921,بسیتر,0.0
25922,بسیج,0.0
25923,بسیجی,0.0
25924,بسیر,0.0
25925,بسیلر,0.0
25926,بسیکس,0.0
25927,بسییااار,0.0
25928,بسییار,5e-05
25929,بسیییار,0.0
25930,بسیییارکوچکوبدردنخور,0.0
25931,بسییییار,0.0
25932,بسیییییاااااررر,0.0
25933,بسیییییار,0.0
25934,بسیییییییار,5e-05
25935,بس۳,0.0
25936,بش,0.0484
25937,بشارت,0.0
25938,بشاش,0.0
25939,بشاقبی,0.0
25940,بشاید,0.0
25941,بشایم,5e-05
25942,بشت,0.0005
25943,بشتابید,5e-05
25944,بشتابیددیگر,5e-05
25945,بشتر,0.0003
25946,بشترشون,0.0
25947,بشتره,0.0
25948,بشتن,0.0
25949,بشته,0.0001
25950,بشتیبانی,5e-05
25951,بشخصا,0.0
25952,بشخصه,5e-05
25953,بشدت,0.0015
25954,بشدتتتت,0.0
25955,بشدتو,0.0
25956,بشددددددت,0.0
25957,بشدید,0.0
25958,بشر,0.00035
25959,بشرا,0.0
25960,بشرح,0.0
25961,بشرط,0.0002
25962,بشرطی,0.0001
25963,بشرطیکه,0.0
25964,بشره,0.0
25965,بشری,5e-05
25966,بشریت,5e-05
25967,بششششدت,0.0
25968,بشع,5e-05
25969,بشفاب,0.0
25970,بشقاب,0.0004
25971,بشقابا,5e-05
25972,بشقابارو,0.0
25973,بشقاباش,5e-05
25974,بشقاباشو,0.0
25975,بشقابای,0.0
25976,بشقابس,0.0
25977,بشقابش,0.0
25978,بشقابشه,0.0
25979,بشقابم,5e-05
25980,بشقابه,0.0001
25981,بشقابها,0.0001
25982,بشقابهاش,0.0
25983,بشقابهای,0.0
25984,بشقابهایی,0.0
25985,بشقابک‌ها,0.0
25986,بشقابک‌های,0.0
25987,بشقابی,0.0
25988,بشقابی‌ها,0.0
25989,بشقاب‌ها,0.0
25990,بشقاب‌های,0.0
25991,بشم,0.00175
25992,بشما,0.00025
25993,بشمار,5e-05
25994,بشمارد,0.0
25995,بشمارید,0.0
25996,بشماریم,5e-05
25997,بشماکرده,5e-05
25998,بشمره,0.0
25999,بشمرون,0.0
26000,بشمریم,0.0
26001,بشم‌اما,0.0
26002,بشن,0.0017
26003,بشناساند,0.0
26004,بشناستش,0.0
26005,بشناسم,0.0
26006,بشناسن,0.0
26007,بشناسنش,0.0
26008,بشناسه,0.0
26009,بشناسونی,0.0
26010,بشناسونید,0.0
26011,بشناسی,0.0
26012,بشناسید,0.0
26013,بشناسیش,0.0
26014,بشناسیم,0.0
26015,بشناسین,0.0
26016,بشنجن,0.0
26017,بشند,5e-05
26018,بشنو,0.0004
26019,بشنود,0.0
26020,بشنوم,0.0002
26021,بشنون,0.0
26022,بشنوند,0.0
26023,بشنوه,0.0001
26024,بشنوی,0.0001
26025,بشنوید,5e-05
26026,بشنویداما,0.0
26027,بشنویم,0.0
26028,بشنوین,0.0
26029,بشنویواقعا,0.0
26030,بشنیک,0.0
26031,بشن‌,0.0
26032,بشه,0.0271
26033,بشهتوی,0.0
26034,بشهدر,5e-05
26035,بشهدرب,0.0
26036,بشهفقط,0.0
26037,بشهو,5e-05
26038,بشهوبوی,5e-05
26039,بشهولی,0.0
26040,بشه۱ذخیره,0.0
26041,بشه۵باتری,0.0
26042,بشه۶تا,0.0
26043,بشه‌,0.0
26044,بشه‌ی,0.0
26045,بشو,0.00275
26046,بشود,0.00025
26047,بشور,0.0007
26048,بشورد,0.0
26049,بشورم,0.00015
26050,بشورمش,5e-05
26051,بشورن,5e-05
26052,بشوره,0.0001
26053,بشوری,0.00035
26054,بشورید,0.00015
26055,بشوریدش,5e-05
26056,بشوریدو,0.0
26057,بشوریش,0.0
26058,بشوریشون,0.0
26059,بشوریم,0.0
26060,بشورین,5e-05
26061,بشورینش,0.0
26062,بشوم,5e-05
26063,بشون,0.00105
26064,بشوند,0.00025
26065,بشوند۲آیتمی,5e-05
26066,بشونه,0.0
26067,بشوی,0.0
26068,بشوید,0.0
26069,بشویم,0.0
26070,بشویید,0.0
26071,بشوییدو,0.0
26072,بشکاف,5e-05
26073,بشکافم,0.0
26074,بشکافیم,0.0
26075,بشکل,0.00015
26076,بشکلی,0.0001
26077,بشکن,0.00045
26078,بشکنتش,0.0
26079,بشکند,0.0
26080,بشکنم,0.0
26081,بشکنمش,0.0
26082,بشکنن,0.0001
26083,بشکنند,0.0
26084,بشکنه,0.00035
26085,بشکنهولی,0.0
26086,بشکنه‌,0.0
26087,بشکنی,0.0
26088,بشکنید,0.0
26089,بشکنیدش,0.0
26090,بشکه,0.0
26091,بشکوندش,0.0
26092,بشکونه,0.0
26093,بشکونیش,0.0
26094,بشگه‌ای,0.0
26095,بشی,0.0027
26096,بشیار,0.0
26097,بشید,0.00075
26098,بشیدبعدازدیجی,5e-05
26099,بشیدو,0.0
26100,بشیم,0.0005
26101,بشیمون,0.0
26102,بشیمونم,0.0
26103,بشین,0.0007
26104,بشینم,0.0
26105,بشینن,5e-05
26106,بشینه,5e-05
26107,بشینه‌ی,0.0
26108,بشینی,0.0001
26109,بشینید,5e-05
26110,بشینیم,0.0
26111,بشینین,0.0
26112,بشینی‌,0.0
26113,بشیهمه,0.0
26114,بش۶,0.0
26115,بصبرید,0.0
26116,بصرف,0.00095
26117,بصرفس,0.0
26118,بصرفست,0.0
26119,بصرفص,0.0
26120,بصرفه,0.00095
26121,بصرفه‌,0.0
26122,بصرفه‌ای,0.0
26123,بصرفه‌تر,0.0
26124,بصرفه‌ترین,0.0
26125,بصرفه‌س,0.0
26126,بصرفه‌ی,0.0
26127,بصری,5e-05
26128,بصن,0.0
26129,بصه,0.0
26130,بصو,0.00255
26131,بصورت,0.00255
26132,بصورتی,0.0001
26133,بصورتیکه,0.0
26134,بضی,0.0
26135,بط,0.0093
26136,بطاری,5e-05
26137,بطبع,5e-05
26138,بطبق,0.0
26139,بطرز,5e-05
26140,بطرف,0.0
26141,بطری,0.0006
26142,بطریش,0.0
26143,بطریشه,0.0
26144,بطریه,0.0
26145,بطریها,0.0
26146,بطری‌ها,0.0
26147,بطری‌های,0.0
26148,بطفا,0.0
26149,بطن,0.0
26150,بطورخودکارخاموش,0.0
26151,بطورهمزمان,0.0
26152,بطوری,0.00095
26153,بطوریکه,0.0005
26154,بطوری‌که,0.0
26155,بظاهر,5e-05
26156,بظوریکه,0.0
26157,بع,0.0995
26158,بعئ,0.0
26159,بعاد,0.00535
26160,بعاز,0.0
26161,بعازاستفاده,0.0
26162,بعبارتی,0.0001
26163,بعترعاینو,0.0
26164,بعتره,0.0
26165,بعترین,0.0
26166,بعث,0.0
26167,بعدااا,0.0
26168,بعدابندازین,0.0
26169,بعداخواهم,0.0
26170,بعداز,0.002
26171,بعدازاتمام,0.0
26172,بعدازاستفاده,0.0
26173,بعدازانتخاب,0.0
26174,بعدازاون,0.0
26175,بعدازاینکه,0.0
26176,بعدازبازکردن,0.0
26177,بعدازتحویل,0.0
26178,بعدازحدود,0.0
26179,بعدازحدودا,0.0
26180,بعدازحمام,0.0
26181,بعدازحموم,0.0
26182,بعدازخرید,0.0
26183,بعدازخریددرسایت,0.0
26184,بعدازخریدهرکی,0.0
26185,بعدازخواندن,0.0
26186,بعدازدو,0.0
26187,بعدازدوروز,0.0
26188,بعدازدوسال,0.0
26189,بعداززدن,5e-05
26190,بعدازسه,0.0
26191,بعدازشستن,0.0
26192,بعدازظهر,0.0001
26193,بعدازظهرها,0.0
26194,بعدازمدت,0.0001
26195,بعدازمدتی,0.0001
26196,بعدازمصرف,0.0
26197,بعدازنه,0.0
26198,بعدازپاکسازی,0.0
26199,بعدازپرچمدارسونی,0.0
26200,بعدازچند,0.0001
26201,بعدازچندبار,5e-05
26202,بعدازچندباراستفاده,0.0
26203,بعدازچندروزاستفاده,0.0
26204,بعدازچندساعت,0.0
26205,بعدازچندماه,5e-05
26206,بعدازچندوقت,0.0
26207,بعدازکلی,0.0
26208,بعدازگذشت,5e-05
26209,بعدازینکه,0.0
26210,بعدازیه,0.0
26211,بعدازیک,0.0
26212,بعداز۵الی۶,0.0
26213,بعداز۵ثانیه,0.0
26214,بعداز۵دقیقه,0.0
26215,بعداز۶ماه,0.0
26216,بعداستفاده,0.0
26217,بعداظهری,0.0
26218,بعداومدن,0.0
26219,بعدب,0.0002
26220,بعدبا,5e-05
26221,بعدبازی,0.0
26222,بعدبامشاهده,0.0
26223,بعدبدین,5e-05
26224,بعدبزنیدش,0.0
26225,بعدبعضا,0.0
26226,بعدتصمیم,0.0
26227,بعدحدودیکسال,0.0
26228,بعدخرید,5e-05
26229,بعدد,0.0001
26230,بعدداز,5e-05
26231,بعددوسه,5e-05
26232,بعددکتری,0.0
26233,بعدرسید,0.0
26234,بعدرنگه,0.0
26235,بعدز,0.0
26236,بعدزنداداشم,0.0
26237,بعدزنگ,0.0
26238,بعدسفارش,0.0
26239,بعدش,0.00635
26240,بعدشافا,0.0
26241,بعدشستن,0.0
26242,بعدشم,0.0011
26243,بعدشه,0.0
26244,بعدشو,0.0
26245,بعدظهر,0.0
26246,بعدم,0.00085
26247,بعدمجبور,0.0
26248,بعدمدتی,5e-05
26249,بعدموهارو,0.0
26250,بعدمیده,0.0
26251,بعدمیگین,0.0
26252,بعدن,0.0001
26253,بعدنصب,0.0
26254,بعدنم,5e-05
26255,بعدنیم,0.0
26256,بعده,0.0003
26257,بعدهاقیمت,0.0
26258,بعدهدیکسال,0.0
26259,بعدهزاربار,0.0
26260,بعدهم,0.0
26261,بعده‌ها,0.0
26262,بعده‌ی,0.0
26263,بعدو,5e-05
26264,بعدچاپ,0.0
